User_ID,Session_ID,Device_ID,Video_ID,Duration_Watched (minutes),Genre,Country,Age,Gender,Subscription_Status,Ratings,Languages,Device_Type,Location,Playback_Quality,Interaction_Events
9889854c-128c-4df5-93ca-f1a158a72590,e9830ba0-7745-4037-b235-659073d95a38,11,68,82.22350395,Thriller,Dominican Republic,66,Male,Free,3,Spanish,Desktop,Fisherborough,SD,63
8e1009be-0392-42dc-a155-44357c10aa43,ace0bf96-8a87-476f-a9d5-987861c1f856,121,53,11.54670816,Comedy,Georgia,57,Male,Free,3,French,Tablet,Ericbury,SD,81
383b47f5-10f9-48b3-bf77-314251e75a11,37d6ffe7-2829-416b-ad71-115500f0e43d,229,37,117.6401047,Sci-Fi,Malaysia,43,Female,Free,4,German,Smartphone,Port Kathyshire,SD,78
b2692d21-6164-4fa8-bf2a-72537380e46a,19ba4998-3743-45d3-91ad-98c5920639dd,450,40,75.25512391,Thriller,Togo,67,Male,Free,5,German,Laptop,East Kaitlynville,HD,27
26aa455e-a7f0-4f85-b7e5-e85af18bca3a,0aa35154-8fe7-4d37-ba5e-37de65dddff2,126,90,19.97318177,Sci-Fi,Iran,46,Male,Free,1,French,Laptop,South Benjaminport,SD,70
58cc2409-e8d8-4221-b313-125b277741aa,076c5024-6029-439c-979b-eb3fa8b0adde,687,8,47.91976143,Sci-Fi,Estonia,27,Female,Premium,2,Chinese,Smartphone,Dianaville,4K,24
aa08b476-c42a-4323-8357-a027caaaaca2,0008a39c-329a-43a5-8de6-98e33e5326d9,360,37,27.72695403,Comedy,Korea,62,Male,Premium,5,English,Tablet,Riveraview,SD,47
91da06f5-8529-47d0-8317-fd7a79dae826,d856a070-498d-4b6f-8899-1c866a36701f,301,21,103.0037381,Documentary,Lebanon,42,Female,Premium,5,English,Smart TV,New Saraberg,4K,64
d1c113dc-cee2-4c56-ae62-ab274b4fd866,79dd4a4b-585b-4013-b7c8-8afd9f29a3e5,419,39,101.4767759,Action,Trinidad and Tobago,24,Female,Free,2,French,Smartphone,Reyesville,HD,99
b2b81237-52e5-400a-a5f8-2bdb77b0d75e,fbbc70a4-fba3-41a5-ae23-5dbd5fdc5524,910,55,107.9925775,Drama,Saint Vincent and the Grenadines,64,Male,Premium,1,Spanish,Tablet,North Vanessaton,HD,34
08787fd5-e84f-4008-b57c-00e4a1099f69,4ead1a5b-7f4b-4fbc-9e3b-85cfe6dce702,222,47,75.714735,Drama,Belarus,68,Female,Free,4,Spanish,Laptop,Port Thomas,HD,86
c60fef9f-b84f-43fd-be6f-1b8b63a016d7,ba275c7d-5da0-4b39-a05c-c4541bcd174e,690,53,17.11980612,Documentary,Northern Mariana Islands,56,Female,Free,1,German,Tablet,Nicolefort,SD,50
bcbcf395-228a-49c2-bcfc-ec544ce5ddf4,78f60436-6d99-42dc-955b-34e39bfc10dc,320,90,84.00882766,Drama,Jersey,66,Male,Premium,1,German,Smartphone,East Adriana,4K,55
f61990bf-2466-439e-bf98-5ee3af5ecfc5,3f188b06-71e8-4cb6-be1b-d638dfe2fff4,792,46,7.118887891,Documentary,Niue,41,Female,Free,3,English,Smart TV,North Luis,HD,89
20c0b7a3-2051-4b7d-9c42-fd924069bbc6,becf0f2f-fbc7-4be7-89f6-7f4f9552a700,132,13,70.18055507,Documentary,Lesotho,60,Male,Premium,3,Chinese,Laptop,East Cherylborough,SD,56
0fddc85a-b03e-48e5-a283-f35416ed5ddf,437be62f-fe75-4dc3-827a-de74737f47b2,975,17,62.03761541,Drama,Anguilla,37,Female,Free,5,German,Laptop,New Jeremiahport,HD,83
9fb0fd9e-5aae-41e7-8d1b-03fa59bbfc27,405a4c0b-ebf0-4683-b271-702d55973f16,566,24,55.35621468,Action,Romania,58,Male,Premium,2,French,Desktop,Lake Paul,HD,66
8b7c6411-841a-440e-9d83-0e27511bb2c5,b4af1bfa-5926-48fc-9cba-39a76e6a6847,591,29,101.671632,Comedy,Uganda,45,Female,Premium,3,Spanish,Laptop,South Robertbury,4K,26
3295f854-c5df-4c21-bb76-82be76d395f5,bacb7f4a-6e0c-420c-9ead-cf0bc5f3a126,224,57,26.81577812,Comedy,Comoros,26,Male,Free,5,Spanish,Tablet,East Dawnland,HD,17
06135006-df65-42b3-aa74-4551dda9d970,c0b32771-6c3f-40c7-82a7-3c74858a4716,440,93,14.4282295,Thriller,Austria,18,Male,Free,5,Chinese,Tablet,Cindymouth,4K,68
420c3dcd-efaa-4a65-bef9-ae5b4bda4e7a,458a8b64-fdae-4dcd-a6a2-f06a2a7b9f72,791,88,91.38085105,Drama,Austria,15,Male,Premium,1,German,Laptop,New Kristi,HD,11
8994f7ae-93ab-4bf4-b356-59388c50c21a,b4340fb6-3de4-471f-b34a-d1c39e0af909,362,100,101.8931322,Action,Paraguay,25,Male,Free,5,German,Desktop,Lake Carolynfort,SD,65
dc262390-19fe-4bc9-bc28-6f92ca28281b,3210fa04-e92c-4bd5-b6a2-73e943a6631e,18,18,98.25151455,Comedy,Angola,68,Male,Premium,3,German,Smartphone,Perezport,SD,40
7312a761-7753-4ccd-9298-8630f36cbcff,a8767ccf-93b4-4450-8e51-a2511cf1c82b,657,24,5.80790045,Drama,Philippines,43,Female,Premium,4,French,Laptop,East Angelamouth,4K,81
407911ee-f9a5-4fe4-a0a5-2a49b3cd8d5f,9779c5db-bf7b-4b5d-a76f-70a60f20b266,167,49,97.92999356,Thriller,Cambodia,15,Male,Free,5,English,Smartphone,Jenkinsport,HD,82
b90a0d55-0762-4f2e-aa32-8ffdf3692f50,da77e08f-b6c0-4c4a-8bee-bc8366635c57,728,92,71.52714525,Documentary,Benin,66,Female,Premium,1,Spanish,Smart TV,West Crystal,SD,62
3ef39223-d8d2-4677-b80b-4b27aa9bee8d,fef96555-eaf4-4240-bf80-234b18949297,411,82,84.36518312,Thriller,Yemen,32,Female,Premium,1,French,Laptop,Gardnershire,HD,54
78d2b79b-2d73-48f1-94ac-6ec417a7b963,1ea6c6fb-6a3f-4e07-a05c-bbd7bf4b0c9f,86,28,93.90541955,Thriller,Luxembourg,54,Male,Premium,4,French,Smartphone,Sandramouth,HD,1
65b8a4b1-eb9b-48d8-957d-1e96ad81f984,0b986016-8c2c-40bf-8454-01283d4bba9e,568,49,41.22535202,Documentary,Iran,31,Male,Premium,4,Chinese,Smartphone,East Tracy,4K,31
be093016-88c4-4006-a7f1-35231e930ea6,943d8f10-2c26-432a-b4be-0f58e73f6e1b,995,28,63.08457331,Thriller,Malawi,37,Female,Premium,5,German,Desktop,Gatesside,SD,52
a84484f5-bc08-47d6-8120-99c76b14da3e,d979d648-063d-48f1-9477-7184bd6778f8,958,33,71.25332246,Drama,Heard Island and McDonald Islands,14,Female,Premium,2,Chinese,Smartphone,North Stephentown,4K,66
e4487fa5-29eb-4b6a-89f9-72ae7a8a4b9e,00371bc7-d577-46cb-89b5-a44aa910eee5,157,93,10.78898741,Thriller,Wallis and Futuna,17,Male,Free,2,English,Smartphone,Johnstonchester,SD,80
e36081e0-edc1-4729-a7bd-8eca3ba0ca9c,8b8a45f5-7eef-43a8-a161-573675a48ea1,197,99,56.16787235,Thriller,Macao,22,Female,Premium,4,German,Tablet,Guerrafurt,HD,43
11897f3c-658c-4c84-8831-2b76aff58a06,ff722937-b583-4cb3-9897-1c00feb6f557,227,62,51.51818599,Drama,Honduras,41,Female,Premium,2,English,Desktop,Port Kylestad,4K,29
64e7b633-4246-4d90-b380-d048b42d7e71,4871b72e-cb14-49a9-844a-fc9da570c809,680,74,40.38912083,Thriller,Liechtenstein,18,Female,Premium,4,French,Tablet,Allisonton,4K,92
45a89081-9831-481d-81df-364c2ffe08db,9613627b-73f1-42cf-a389-8e86c8845696,883,41,83.36721266,Thriller,Uruguay,34,Female,Premium,5,Chinese,Smart TV,Lisaside,SD,42
a74b6bde-5839-41f4-8892-7c28efbc3121,d83473cf-3855-4316-a691-91ad0cf8390c,535,29,28.79111673,Documentary,Cameroon,53,Female,Premium,5,English,Desktop,Daviesshire,HD,26
6883be0c-cf53-4675-ba0c-153f9c062d51,a3289ac1-2032-4582-ae7a-998e176fd18b,291,61,11.92844319,Documentary,Cape Verde,39,Male,Premium,4,English,Laptop,New Kevinhaven,SD,59
9d1d9998-a442-4234-9c4c-ab52c08b311b,75422baf-2969-4e20-a352-3a388d25ae75,386,87,27.56905351,Comedy,San Marino,59,Male,Free,2,French,Smartphone,South Todd,HD,50
126c28c2-746a-4ee2-b313-83f62e30273c,270388b4-8387-4ea7-8413-b1bac30cd8a7,935,91,108.3444954,Comedy,Korea,56,Male,Premium,4,Chinese,Tablet,East Raven,SD,86
cbc31ff7-df68-44e1-82e5-6f3cfde2f9c9,178cecf1-8103-4a67-9ec7-267794bbbebe,689,94,23.9109335,Sci-Fi,Guadeloupe,38,Male,Premium,3,Spanish,Smart TV,Emilyborough,SD,10
712df1e5-99e1-4e8a-8332-a6b98d6605e1,b7182a6b-7aaa-4a1c-9a64-750dea499243,265,20,112.6792405,Comedy,Cambodia,59,Female,Premium,5,Spanish,Tablet,Grossbury,4K,20
8b25484f-7131-4c06-97d1-b28956323ee4,c66bc6ed-7fca-448f-8ac8-08448a47344c,610,40,56.13074579,Sci-Fi,Dominica,44,Male,Free,3,Spanish,Laptop,West Drew,HD,6
97d9fdf4-49fc-49a3-a9a1-a10a050fd443,51c2592b-fc00-49fe-9ab7-5a5b8c4416be,220,36,110.7277659,Comedy,Egypt,68,Female,Premium,5,English,Smartphone,Amberside,4K,91
14abe0ec-940b-4bd3-b070-dd88372f7eed,2388cf1a-8f19-480a-83e6-3116bfc3e7cc,536,91,1.492285893,Action,Jamaica,54,Female,Premium,2,English,Laptop,West Kelly,HD,93
497c4301-6b17-429d-9e6f-16dd74cb3f8b,ce1fcd35-c19a-484e-8b70-8877aedf6bf6,143,90,22.43143209,Comedy,Portugal,28,Female,Free,4,Chinese,Smart TV,Conleytown,SD,70
2dd8157a-0401-4123-ad59-bdbbb135f9cb,3a2cc69f-3715-4e9c-b82e-e928e07b88ba,108,76,118.2318343,Drama,Honduras,15,Female,Premium,1,English,Smart TV,New Andrefurt,4K,84
6afe5fb8-fd61-4e05-9b5f-b813e91529d9,0d4b4c43-ef91-497c-afa4-24397aa24c31,414,48,82.48528976,Comedy,French Polynesia,61,Female,Premium,3,Chinese,Desktop,West Matthew,HD,70
91556403-edcf-4347-a38e-8e14fb57fd79,97047584-b938-4ac4-b3dc-e0039d77a1d3,632,59,113.9321482,Documentary,Gambia,68,Male,Free,1,English,Tablet,East Amber,SD,8
58e6cb9c-db1a-4301-b0dc-0b7c16355bc2,0a6a2d1b-ed26-4bb5-972e-293b1a49faff,605,31,49.70014027,Drama,Guyana,46,Female,Free,2,English,Laptop,New Kristenland,4K,39
fa456dc3-760a-47da-933a-66f0803e2108,47b1e4c4-4f82-4f29-bb19-2cf11b9904b4,329,60,93.28918491,Comedy,French Polynesia,51,Female,Free,5,German,Laptop,North Amanda,SD,48
5ac51d32-b429-4ea6-baf4-681949c2b0cd,e79a9b56-922b-4898-8954-cbe7b0e962af,903,55,36.77763917,Thriller,Niger,60,Male,Premium,3,Spanish,Smartphone,Port Brian,4K,11
df0410d9-4b09-44b4-ad75-192dd1698320,5073fe12-ebbb-4cc8-8316-6a495b2cd55f,93,31,35.07944136,Thriller,Fiji,64,Female,Premium,4,Chinese,Desktop,Lake Jeffreybury,SD,73
73614bb2-4a02-4dd5-88d5-2ca9e7f0008a,52100f2c-357d-4996-89b9-60ac6fff79de,657,99,69.33730899,Sci-Fi,United States Virgin Islands,33,Male,Premium,1,German,Laptop,New Amy,HD,43
eaa0e7d4-f48c-4218-8918-998391c80e82,5e39e31a-142e-4156-9c3c-db97e7512921,593,68,15.02436249,Thriller,Fiji,26,Female,Free,5,Spanish,Laptop,Port Daniel,HD,51
c93302a3-62f0-459b-87f3-7b2aa98fb368,98b1dd4e-0fd4-4d16-afe9-2adccb7c126b,305,76,85.60350554,Action,Aruba,12,Female,Premium,3,Chinese,Smart TV,Lake Alexland,4K,62
f227a6a4-09c9-431f-8696-99258ee7264e,f342dcb2-a27a-429b-abf6-b2c782dd6139,610,88,58.25408367,Drama,French Southern Territories,28,Male,Free,1,German,Smart TV,North Michellestad,SD,27
8999b8c1-6188-4ccb-b2e7-f2a0786ca909,c817845b-ea84-4bd6-abac-d86894b1a8ab,993,27,107.4498691,Comedy,China,70,Male,Premium,2,Spanish,Laptop,East Philip,HD,98
eb72044e-b7e2-4a64-82a0-e1a9f65575ac,a62e5985-ff9c-467c-a5d6-c8584368f798,863,41,7.30285106,Drama,Aruba,65,Male,Premium,4,French,Laptop,Robertchester,SD,28
a32ceedf-9b68-452c-a3d1-514220f9f03a,b01e2133-8516-49d5-8568-e8b465b828ba,350,62,97.62325887,Documentary,China,45,Female,Free,3,Spanish,Tablet,Geraldside,SD,91
4a6107fa-2e8a-49b1-8898-00a2402db813,4f91f94d-f5ce-4581-a7f3-66589e3e43d3,80,56,10.32018542,Action,Portugal,63,Female,Free,2,Spanish,Tablet,East Robert,SD,27
1282cfa5-4e0a-44a8-888a-f458f08d38d9,4ad19f3d-9233-41c2-9cdb-9d0f1303e715,969,93,96.8027847,Documentary,Cape Verde,29,Male,Free,3,Chinese,Laptop,Chasefurt,4K,86
a632dca5-b486-4232-bb85-d7d70a86ad4c,4f2fb5a7-dbfb-461d-a06e-a72e1d880857,30,43,26.46769745,Comedy,Sweden,51,Male,Premium,1,Spanish,Smart TV,West John,SD,77
88de901d-1b0a-40ca-8c70-a18ba4026294,b956cf78-3ce1-4371-86b7-23ed8a1422ea,316,32,80.0547276,Documentary,Cote d'Ivoire,37,Female,Free,2,French,Smart TV,West Mark,4K,25
9721a147-b246-46de-aa1a-33f0ccf21319,18f7159b-d3aa-4183-8a42-4d352ebd1ae2,500,58,112.643652,Comedy,Portugal,70,Female,Free,1,Chinese,Desktop,West Stephenchester,HD,52
7982e927-579f-462a-8f64-4488f5171ecc,ccc22861-3aa8-417f-9dff-3d3541199a09,19,73,25.10556833,Action,Niue,28,Female,Free,3,German,Smartphone,West Abigail,SD,31
e6bd2151-37c2-4131-af2c-6f7a9b992c8b,e7594391-3599-43f1-ae17-c08a4b9ab74b,142,73,86.28855983,Thriller,Saudi Arabia,23,Female,Premium,2,Spanish,Laptop,Port Edwardstad,SD,40
c0343328-0602-4971-8804-1ba9b6b9173c,4752d0bb-9734-4174-b4bc-f2f04ccf7980,62,94,73.4790817,Action,Croatia,21,Male,Premium,2,Chinese,Smart TV,Davidland,SD,76
0d5db581-d97c-4f9e-a299-7b7aba85eef7,1f2a28c1-aca5-4034-bac5-3a8e6666a7a5,131,98,70.15724566,Drama,Liechtenstein,38,Male,Premium,2,French,Smart TV,West Jessica,HD,97
e33304a8-d8a9-4009-a430-62a4bb6c38ac,f38c5a12-2e4a-4c9c-9718-e8ff100dc44d,688,88,20.14490804,Thriller,Barbados,15,Male,Premium,5,Spanish,Desktop,Reillyview,4K,70
33fc105a-53d9-4652-88d3-50e5367cf66a,ad1811ad-aff0-49ca-9a9e-397901dc73ec,282,71,44.22259765,Thriller,Turkmenistan,32,Male,Free,1,Spanish,Tablet,West Lauren,4K,94
dbff57d3-b413-497a-b1ae-28b3df325ca2,23a7e62f-8f0e-4e34-953e-e544e5cd4430,418,19,97.28504816,Thriller,Falkland Islands (Malvinas),28,Female,Premium,1,German,Laptop,Rojasmouth,4K,30
19810b38-7a60-4275-ace7-674524498de4,5d98c4f2-d021-45b8-b2fe-4b059f3febe7,363,90,33.29576608,Documentary,Sierra Leone,46,Male,Premium,5,Chinese,Smart TV,Pughborough,HD,70
f05209e9-5ce5-40c4-99d3-26ce460bb5b4,06f94b05-eb1e-476e-9d40-8dd2e2b895d1,900,38,47.17159633,Sci-Fi,Fiji,36,Male,Premium,4,French,Smartphone,East Darrelltown,SD,17
1187cf41-f033-496a-88b3-bc10855faa06,1b198ef5-32da-48cf-b730-c529f095e3fe,472,78,115.6533625,Sci-Fi,Bangladesh,45,Female,Premium,2,Chinese,Smartphone,West Dana,SD,27
211048d3-1e76-4077-be11-03e111ea6f0a,270fa4e4-dc07-4641-83c8-fe06d096208e,332,52,57.19727191,Action,French Southern Territories,45,Female,Premium,1,Chinese,Smart TV,East Wendyport,4K,61
41af35c0-b6cb-44fc-a2d2-3749c648848c,a03d6bec-4d33-44dd-a410-0e381fd48822,985,8,42.01317198,Sci-Fi,Venezuela,32,Male,Premium,1,French,Laptop,Brandontown,HD,96
b52c08e4-a48b-4911-b505-294ed32534ec,3e5cb13d-8c97-42f9-beff-b94f6c3eb024,697,59,118.3293541,Action,South Africa,39,Female,Free,4,Spanish,Smart TV,New Christinaburgh,SD,5
079178e1-86e7-4568-ba0f-9f0c240517ae,ccc3d166-d231-45eb-b063-28316ac63bb7,379,56,33.50362201,Documentary,Denmark,34,Female,Free,4,German,Smartphone,East Jillianfurt,HD,70
d25870d2-e671-41a4-a0b2-66a91acc2732,19a7e6c2-50cf-4514-8dd0-6013d9078f84,768,77,29.43424624,Documentary,Tokelau,65,Male,Free,5,French,Desktop,Port Eric,SD,2
ee580347-58ee-4b3a-883c-155a9296ff08,6d3762fd-3b1a-496d-b740-896b30675bcf,45,91,9.75119485,Thriller,Tanzania,39,Male,Free,1,English,Laptop,New Joseburgh,SD,1
f936a27f-8f57-4700-98fa-ecb29d70ee96,d31a5ba1-c573-4fba-a99e-6b479c4a57a3,303,54,60.24207711,Comedy,Bolivia,23,Male,Free,2,Chinese,Desktop,Lake Garyhaven,SD,55
c9640d6e-6453-4b44-82c8-9a3eb31bfcc2,d5a850f5-435a-407f-a512-c2d616c8e906,405,96,63.71549074,Comedy,South Georgia and the South Sandwich Islands,17,Female,Premium,1,English,Smartphone,Johnfurt,HD,21
af3b13e8-ea8a-4ea3-90df-ac78a6f39524,b72e6129-e853-4805-a90e-2b127e427efa,608,49,69.06728459,Documentary,Senegal,44,Male,Free,3,Chinese,Laptop,Charlesstad,SD,28
6ef7a3ed-2a8f-44d2-8f5a-dcd21a1876cd,bf96719d-3a47-4eb2-9bd6-7a74bc6e34fd,136,83,25.24349669,Action,Bermuda,62,Male,Premium,4,German,Smart TV,West Grace,4K,0
dc3a3246-6605-4f3d-b1d1-f40c8d78438a,88364ce9-fdfa-4107-b0bd-df48c19d8b81,53,96,19.56857625,Comedy,Chile,27,Male,Free,3,German,Smart TV,South Robert,4K,15
24d991a7-b675-4d6d-8ec5-12c5defd4da9,148ab57f-299d-421a-94ce-5d5957816543,884,33,13.46666907,Sci-Fi,Senegal,68,Female,Premium,2,Chinese,Smartphone,East Allison,4K,1
8ce21e14-2021-4c39-897e-573294a5fe56,e6c15704-7902-4236-8c66-d4013924a216,644,48,69.66279999,Action,Bhutan,15,Female,Free,1,German,Laptop,Port Courtney,SD,89
42a80ecc-69f3-415c-8d04-f01f578c032a,33c9d22f-026a-43d0-a9e6-5c6ee53d0db7,26,42,11.42151118,Action,Mexico,26,Male,Free,1,English,Smartphone,Mcbrideborough,SD,85
9c1daed2-3eed-4b9b-a05c-f5fed23e90c6,f658c6ac-0350-4473-941e-089ef7f1619d,699,88,11.88083832,Sci-Fi,Niue,29,Female,Premium,3,Chinese,Desktop,Brownchester,SD,93
70e40849-36e7-44e3-adbf-4b78673c4f6c,0775e983-5b02-47b1-88a3-40d5ae1108ff,470,23,107.4490587,Documentary,Palau,17,Female,Premium,3,German,Smartphone,Markhaven,SD,43
52c1338c-6f51-48fb-8c79-5479e8991722,27180f3e-f9e0-4e11-b141-1cde51b94a8b,862,62,23.36914828,Documentary,Switzerland,54,Male,Free,2,Chinese,Smartphone,New Michaelmouth,4K,0
199e9095-cf3b-4ed1-b875-59356ee6588c,d7bbd7f4-eefb-4c9c-8c4d-228beb7cd874,365,43,32.30702059,Comedy,Kazakhstan,17,Female,Premium,5,Chinese,Smart TV,West Carlville,SD,51
413cb438-1d72-495e-9ac4-b89e611a8ab3,932ac364-5d19-41e8-acb9-b981002a66e3,794,50,100.1182836,Sci-Fi,Honduras,55,Female,Free,5,Spanish,Desktop,Port Morganshire,HD,83
5cb241d4-7247-4539-a05c-660f0fcde4f6,02833820-c734-4b37-b677-2138a84e3db4,260,11,65.51048035,Drama,Isle of Man,55,Male,Free,4,German,Desktop,West Timothyland,4K,97
9dc995da-117f-4798-81fb-13aac45c0c25,fa6e3fc8-9da0-42aa-a5d8-b72c85bc1bd2,601,43,91.6343255,Drama,Guam,29,Male,Premium,4,French,Tablet,Shannonfurt,SD,2
923c2072-36eb-4325-b197-405998b12ce2,abec7fc6-6d50-4e95-92f9-5340cca4b5eb,231,9,9.459457956,Sci-Fi,Brunei Darussalam,52,Male,Premium,2,Spanish,Smartphone,Crystalton,4K,2
605c50d3-ab7b-4119-bf71-f1bdbb6ba6e5,9c15a1c2-f8a5-4c95-a07b-33e7ffe1d3a3,162,12,0.572291355,Thriller,Falkland Islands (Malvinas),51,Female,Free,2,English,Smartphone,South Maxwell,SD,11
8664d9c6-58ed-4f85-bf98-66c1ddf1d761,538338b2-a2b9-4830-acb2-ba758ff75440,16,96,87.6064855,Comedy,Zambia,13,Male,Free,3,German,Desktop,South Sandraside,HD,2
d1a73bee-b38c-4a96-b0aa-ee2b7eef0a6f,7cd94e8c-5064-4cb0-8202-af892c549034,599,17,65.36991239,Comedy,Macao,12,Male,Free,1,Chinese,Smart TV,West Jason,HD,63
a58bf1ba-9637-49e4-9ebe-de62f02f307e,b8235541-3067-4eea-b113-15197a4d7a0d,759,59,61.40427316,Thriller,Benin,32,Female,Free,2,Spanish,Smartphone,Lake Danny,4K,80
4543dc92-8858-449c-a7a2-c0bc462e9e4f,189b2a19-cd3b-43b7-8150-bb44700a9779,699,36,39.87708926,Comedy,Mozambique,33,Female,Free,5,English,Laptop,Port Michaelstad,SD,37
f83df534-e8e7-45e6-99e9-819f2c5196d6,3d486fdc-b75e-453b-8684-d4427e1cf9c2,931,76,103.7258258,Comedy,Guinea,51,Female,Premium,4,German,Laptop,West Tomside,SD,48
6406149f-d68a-4a53-9df8-c2385083577a,ad7423b2-5643-4649-94da-141df5bbc3a0,465,23,71.65603225,Action,Slovenia,39,Female,Free,5,English,Desktop,Murphymouth,SD,3
7c78bda7-5990-4338-8886-cf872b5250c3,21135694-8291-4c14-8113-889dd0d4ab79,233,42,97.73021667,Action,Serbia,54,Male,Premium,5,German,Laptop,West Adamville,HD,27
dfea5ed2-885f-49bc-ab6c-5da090dd06f7,db82fc0d-18ef-4229-aafc-de7bceee098e,184,97,116.2249292,Comedy,Palestinian Territory,29,Female,Premium,5,Chinese,Desktop,Port Deniseburgh,4K,29
27e75fe7-1712-4358-9091-9f8edf7a755b,f19d3200-4408-4281-9bf3-3e4f0893b15a,191,12,101.4379385,Comedy,United Arab Emirates,37,Female,Premium,1,French,Desktop,Brownfort,4K,70
04d9844a-3be3-4d1d-8bbf-f2fff59a32bb,246c2a59-c375-49e7-b613-979b06ebe5d3,606,1,27.912266,Documentary,North Macedonia,23,Female,Premium,3,Spanish,Smartphone,Lake Laurietown,SD,6
ecda3e3a-9904-4e64-9358-384ea7803311,56fac151-302f-4a53-adba-9937e8feb7e8,31,24,3.752129028,Documentary,Malaysia,58,Female,Premium,4,German,Smartphone,Lake Alison,HD,85
9acc05d1-32d4-4f07-913e-b668a08ee2ef,868d4e83-d295-420e-9f38-5c69a7be3e67,448,36,82.29024851,Thriller,Venezuela,49,Female,Premium,1,English,Smartphone,Jasonland,SD,40
58953cd2-0db4-4225-8bfa-9bb584df5552,1f0e6520-6e7c-481c-a7c6-0079897d66ac,779,42,46.43830096,Drama,Suriname,53,Female,Free,5,French,Smartphone,Bellchester,HD,85
f518058a-aad2-4505-b9c5-9f0d704b75e4,0a42f9f1-d3f5-4869-a892-bfeb2cbd64db,684,80,56.87129035,Action,Latvia,45,Male,Premium,1,German,Smartphone,West Robert,4K,9
7c97af3e-d36e-468b-8056-85311bcf1600,3d75d632-885e-42d8-9a21-e36a7d24eff3,752,41,2.815855897,Sci-Fi,Mayotte,31,Female,Premium,1,French,Smartphone,Allenberg,HD,66
1086cb5d-49ab-4291-8b4c-dff2fb870f1a,faf58abb-e21f-4261-a213-5c0d5f731a83,101,20,106.7575463,Comedy,Nauru,42,Female,Free,3,German,Tablet,Lake Judytown,SD,74
39a9d454-3fdb-4b50-812c-203021655419,64d7bd21-8c60-49aa-9963-7ae59129fb4e,198,10,97.53550154,Comedy,Maldives,11,Male,Premium,3,French,Tablet,Huertabury,4K,100
673a425b-636a-4153-a7d0-f5b1445b2c59,882d6208-0b41-4eba-8823-72fa6a54bdf4,210,98,40.10740891,Comedy,Heard Island and McDonald Islands,15,Female,Free,3,German,Smartphone,Port Michael,4K,66
13c9e5ec-0d67-40bf-9808-a677f2dfb4f6,e853c53c-22f7-4cef-bee0-f1a835c112ce,966,82,86.8779302,Sci-Fi,Egypt,68,Female,Premium,2,Chinese,Tablet,New Johnville,HD,55
